0.059819	-0.612089	-1.000000
0.518225	-0.571465	-1.000000
0.946074	0.008470	-1.000000
-0.134594	0.163666	1.000000
0.388447	0.405958	-1.000000
-0.009026	-0.008472	1.000000
0.378120	0.273743	1.000000
-0.016372	0.008758	1.000000
-0.588646	-0.576271	-1.000000
-0.062171	-0.074703	1.000000
0.162482	0.053628	1.000000
0.338284	0.044581	1.000000
0.065106	-0.159192	1.000000
0.783613	0.298049	-1.000000
0.704753	0.025386	-1.000000
0.542211	-0.721850	-1.000000
-0.048707	0.096038	1.000000
0.168320	0.361095	1.000000
-0.381240	0.387819	-1.000000
-0.408053	-0.381131	-1.000000
-0.676419	0.652441	-1.000000
-0.078559	0.736027	-1.000000
-0.477447	-0.080851	1.000000
-0.533971	-0.743565	-1.000000
-0.824994	-0.512217	-1.000000
0.243758	0.251658	1.000000
0.063836	0.010437	1.000000
0.383107	-0.066145	1.000000
-0.721136	0.167020	-1.000000
-0.444199	0.001030	1.000000
-0.047492	0.436314	1.000000
-0.008976	-0.010290	1.000000
-0.683881	-0.306806	-1.000000
-0.103244	-0.119290	1.000000
0.051534	0.028685	1.000000
0.465866	-0.052104	1.000000
0.452289	0.191028	1.000000
0.422974	0.780463	-1.000000
0.186358	0.539272	-1.000000
-0.238901	-0.706899	-1.000000
0.240400	-0.608551	-1.000000
-0.402651	0.395686	-1.000000
0.009716	-0.656616	-1.000000
-0.038640	-0.337221	1.000000
-0.179135	-0.241187	1.000000
-0.703399	0.129092	-1.000000
0.895678	-0.301653	-1.000000
0.861472	0.443948	-1.000000
0.006433	0.600320	-1.000000
-0.616728	0.217178	-1.000000
0.378980	0.407336	-1.000000
-0.008801	-0.007187	1.000000
-0.437976	0.232869	1.000000
0.056050	-0.588110	-1.000000
0.530888	0.104467	-1.000000
-0.293593	-0.864282	-1.000000
-0.506762	0.360021	-1.000000
0.096699	-0.548195	-1.000000
0.838800	0.222893	-1.000000
0.503340	-0.398924	-1.000000
0.122955	0.169086	1.000000
0.182144	-0.531866	-1.000000
0.612740	-0.055127	-1.000000
-0.703594	0.442544	-1.000000
0.326710	-0.039170	1.000000
-0.068037	-0.323817	1.000000
-0.225217	0.709698	-1.000000
0.673417	-0.606922	-1.000000
-0.556575	0.295206	-1.000000
-0.195618	0.199892	1.000000
0.084983	0.013020	1.000000
-0.986497	-0.052933	-1.000000
0.011656	0.194787	1.000000
0.761709	-0.406361	-1.000000
-0.912493	-0.201941	-1.000000
0.365751	0.455900	-1.000000
-0.097397	0.023327	1.000000
-0.108296	-0.442242	1.000000
0.077491	-0.112841	1.000000
-0.230787	0.182219	1.000000
-0.122067	-0.382284	1.000000
0.723665	-0.340076	-1.000000
0.857420	0.230188	-1.000000
-0.440157	-0.468095	-1.000000
-0.077180	-0.009370	1.000000
-0.231501	0.725630	-1.000000
0.295913	0.118199	1.000000
-0.363818	0.180361	1.000000
0.163907	0.287088	1.000000
-0.756233	0.049477	-1.000000
0.284735	0.275083	1.000000
-0.442456	0.200230	1.000000
-0.280175	-0.407841	1.000000
0.870906	-0.109808	-1.000000
-0.413982	0.383135	-1.000000
0.174583	0.143547	1.000000
0.153209	-0.021124	1.000000
-0.056568	-0.293247	1.000000
0.235328	0.544643	-1.000000
0.185022	-0.471417	-1.000000
